0.00625,5.6018424,1.8082281
0.0125,1.5088979,0.3109128
0.01875,1.2796001,0.29264918
0.025,1.208361,0.29166505
0.03125,1.1681931,0.30004084
0.0375,1.2001336,0.3047677
0.04375,1.2476908,0.34008798
0.05,1.3374496,0.40154862
0.056250002,1.4259766,0.44868153
0.0625,1.429083,0.4719813
0.06875,1.4580913,0.51130694
0.075,1.4320792,0.5719299
0.081250004,1.4549829,0.6589003
0.0875,1.4320028,0.6703287
0.09375,1.4417409,0.74425405
0.1,1.4621618,0.83216554
0.10625,1.4506996,0.85854423
0.112500004,1.3820007,0.9107587
0.11875,1.345369,0.97967356
0.125,1.2952514,1.0516998
0.13125001,1.208517,1.075805
0.1375,1.204018,1.1450406
0.14375,1.1246933,1.2100972
0.15,1.0117419,1.2637672
0.15625,0.9693127,1.2583319
0.16250001,0.88218755,1.281268
0.16875,0.81177187,1.3167411
0.175,0.7197031,1.3604901
0.18125,0.6403863,1.4047109
0.1875,0.5556221,1.3838847
0.19375001,0.48466656,1.3708936
0.2,0.40525302,1.3293468
0.20625,0.32771018,1.3250121
0.2125,0.26560652,1.2940335
0.21875,0.2026869,1.2662264
0.22500001,0.1406097,1.2817873
0.23125,0.09168481,1.2583381
0.2375,0.051926106,1.1686268
0.24375,0.012336339,1.129097
0.25,-0.029657971,1.0623327
0.25625,-0.06358247,0.95079315
0.26250002,-0.08031143,0.9594405
0.26875,-0.106390044,0.87066394
0.275,-0.11617723,0.7568658
0.28125,-0.13361752,0.72721326
0.2875,-0.13557746,0.64747655
0.29375002,-0.14453545,0.5824179
0.3,-0.14768326,0.50802684
0.30625,-0.14652939,0.4324476
0.3125,-0.13791445,0.35997805
0.31875,-0.12208545,0.29993764
0.32500002,-0.113619596,0.2340303
0.33125,-0.095793,0.17064676
0.3375,-0.08688587,0.12325801
0.34375,-0.063156344,0.06829688
0.35,-0.030345507,0.021977708
0.35625002,-0.007459354,-0.012988629
0.3625,0.017977092,-0.03900599
0.36875,0.038058773,-0.06632706
0.375,0.05705783,-0.10524471
0.38125,0.08592399,-0.122276455
0.38750002,0.13015595,-0.13084646
0.39375,0.14776275,-0.14622207
0.4,0.17117003,-0.150494
0.40625,0.1803735,-0.16450971
0.4125,0.20404702,-0.16299847
0.41875002,0.20700848,-0.1701682
0.425,0.2389564,-0.16779472
0.43125,0.27531508,-0.17020376
0.4375,0.2771062,-0.16428168
0.44375,0.294761,-0.15293957
0.45000002,0.32571882,-0.15463443
0.45625,0.3502174,-0.14840916
0.4625,0.36461136,-0.14487456
0.46875,0.41160053,-0.14719807
0.475,0.4691717,-0.13822077
0.48125002,0.5099289,-0.13304576
0.4875,0.5465795,-0.12980498
0.49375,0.59705234,-0.13983029
0.5,0.6864844,-0.14676826
0.50625,0.71125436,-0.12769109
0.5125,0.77053493,-0.07882638
0.51875,0.8224843,-0.019207578
0.52500004,0.8840948,0.078471296
0.53125,0.90914124,0.19167691
0.5375,0.92233187,0.31728497
0.54375,0.96385884,0.4226388
0.55,1.0093834,0.55722827
0.55625004,1.0291619,0.6704726
0.5625,1.0484159,0.7034766
0.56875,1.0324855,0.7616346
0.575,1.0558512,0.8311873
0.58125,1.0166777,0.86615914
0.58750004,1.044828,0.8973995
0.59375,0.99492383,1.0024346
0.6,1.055946,1.0711142
0.60625,1.0139353,1.1629463
