hidden_size,lr,weight_decay,epochs,batch_size,train_acc,val_acc,test_acc,best_val_loss,best_epoch
8,1.0994335574766187e-05,0.0009699098521619943,50,16,0.6485355648535565,0.6470588235294118,0.6086956521739131,0.28823715448379517,50
4,3.8396292998041685e-05,0.0003663618432936917,100,32,0.47280334728033474,0.5,0.5942028985507246,1.218003749847412,100
8,0.0008536189862866829,0.0008083973481164612,200,64,0.7405857740585774,0.6176470588235294,0.6666666666666666,0.21188056468963623,35
16,4.201672054372529e-05,0.0005200680211778109,50,32,0.6317991631799164,0.6470588235294118,0.6376811594202898,0.2218908816576004,50
16,1.2315571723666024e-05,0.00032533033076326436,50,16,0.5899581589958159,0.6176470588235294,0.6376811594202898,0.22611157596111298,50
16,0.0003503398491158688,0.0001987156815341724,200,32,0.6736401673640168,0.6470588235294118,0.6521739130434783,0.2216343879699707,10
8,4.589824181495648e-05,6.355835028602363e-05,100,16,0.6861924686192469,0.6764705882352942,0.6811594202898551,0.22875931859016418,100
16,0.0003482846706526881,0.0004937955963643907,100,16,0.6694560669456067,0.6764705882352942,0.6521739130434783,0.21828559041023254,6
4,6.618595597183474e-05,0.0007555511385430487,100,32,0.47280334728033474,0.5,0.5942028985507246,1.0829845666885376,100
16,0.0006097025297491432,0.0005393422419156508,50,16,0.6820083682008368,0.6764705882352942,0.6666666666666666,0.21743418276309967,4
32,0.00015880236638993148,0.0009814136078365935,200,64,0.7196652719665272,0.6470588235294118,0.6811594202898551,0.2638177275657654,200
8,0.0009227788828544789,0.0007103222974208068,200,64,0.7364016736401674,0.6176470588235294,0.6666666666666666,0.2119479775428772,35
8,0.0009636077084055136,0.0007545882574453364,200,64,0.7405857740585774,0.6176470588235294,0.6521739130434783,0.2119809091091156,35
8,0.00018022271829560692,0.0007632276460352847,200,64,0.7238493723849372,0.6176470588235294,0.6811594202898551,0.21275831758975983,187
8,0.000816752735629264,0.0006548878099777314,200,64,0.7405857740585774,0.6470588235294118,0.6811594202898551,0.21208502352237701,35
32,0.00040176037845405057,0.0008878739166767614,200,64,0.7196652719665272,0.5882352941176471,0.6231884057971014,0.22972670197486877,189
8,0.00020988696766094907,0.0006298474571858722,200,64,0.7322175732217573,0.5882352941176471,0.6666666666666666,0.2130846083164215,136
8,0.000539628483407543,0.0008668364881625925,200,64,0.7322175732217573,0.6176470588235294,0.6521739130434783,0.21196837723255157,65
8,0.000975170797668029,0.0008416754160849063,200,64,0.7364016736401674,0.6176470588235294,0.6521739130434783,0.21193386614322662,35
32,0.00010420661535914209,0.0008541753287100849,200,64,0.698744769874477,0.6470588235294118,0.6811594202898551,0.3050801753997803,200
4,0.0002566054106714172,0.0008699109681296303,200,64,0.5648535564853556,0.5882352941176471,0.6666666666666666,0.7195204496383667,200
8,0.0005837158273078396,0.0006637393893988248,200,64,0.7322175732217573,0.6176470588235294,0.6521739130434783,0.21242831647396088,65
8,0.0009618161640286743,0.000755005079291657,200,64,0.7405857740585774,0.6176470588235294,0.6521739130434783,0.2119765430688858,35
8,0.0006523197336026235,0.0006274198266149676,200,64,0.7364016736401674,0.5882352941176471,0.6811594202898551,0.21343205869197845,43
8,0.00048580213095083115,0.0008196058103255612,200,64,0.7322175732217573,0.6176470588235294,0.6811594202898551,0.2118658572435379,65
8,0.00043402393107401326,0.0009245569347131079,200,64,0.7364016736401674,0.6176470588235294,0.6811594202898551,0.21194449067115784,72
8,0.0001280234900685046,0.0008044356063503208,200,64,0.7196652719665272,0.5588235294117647,0.6666666666666666,0.2133462131023407,198
8,0.00032298447391691294,0.0004283041041447762,200,64,0.7364016736401674,0.5882352941176471,0.6666666666666666,0.21259158849716187,87
4,2.0753952804862907e-05,0.0009981324800394588,100,32,0.47280334728033474,0.5,0.5942028985507246,1.325499176979065,100
8,0.000734646208823266,0.0009388156465697071,50,64,0.7322175732217573,0.6176470588235294,0.6666666666666666,0.212429940700531,35
