hidden_size,lr,weight_decay,epochs,batch_size,train_acc,val_acc,test_acc,best_val_loss,best_epoch
8,1.0994335574766187e-05,0.0009699098521619943,50,16,0.4846153846153846,0.4594594594594595,0.5733333333333334,0.7659948468208313,50
4,3.8396292998041685e-05,0.0003663618432936917,100,32,0.49615384615384617,0.4864864864864865,0.5733333333333334,0.30513203144073486,100
8,0.0008536189862866829,0.0008083973481164612,200,64,0.7461538461538462,0.6756756756756757,0.64,0.2630144953727722,48
16,4.201672054372529e-05,0.0005200680211778109,50,32,0.4846153846153846,0.4594594594594595,0.5733333333333334,0.5113833546638489,50
16,1.2315571723666024e-05,0.00032533033076326436,50,16,0.4846153846153846,0.4594594594594595,0.5733333333333334,0.5978690385818481,50
16,0.0003503398491158688,0.0001987156815341724,200,32,0.7653846153846153,0.6486486486486487,0.6133333333333333,0.24592925608158112,47
8,4.589824181495648e-05,6.355835028602363e-05,100,16,0.5115384615384615,0.4864864864864865,0.5733333333333334,0.3959156274795532,100
16,0.0003482846706526881,0.0004937955963643907,100,16,0.7692307692307693,0.6216216216216216,0.64,0.23999246954917908,26
4,6.618595597183474e-05,0.0007555511385430487,100,32,0.5769230769230769,0.5135135135135135,0.6133333333333333,0.26679739356040955,100
16,0.0006097025297491432,0.0005393422419156508,50,16,0.7769230769230769,0.6216216216216216,0.6,0.23969660699367523,15
32,0.00019036906911441888,0.0006400885024675561,50,64,0.7038461538461539,0.6486486486486487,0.6133333333333333,0.2651367783546448,50
16,0.0008446219046250065,0.000526592055394477,100,16,0.7538461538461538,0.6486486486486487,0.6533333333333333,0.24184827506542206,10
16,0.00033347160825097623,0.00038505092331118164,50,16,0.7615384615384615,0.6216216216216216,0.6266666666666667,0.2399168312549591,26
32,0.000385379075270691,0.0003044899110922826,50,16,0.7538461538461538,0.6486486486486487,0.6533333333333333,0.23357443511486053,15
32,0.0001820119433608143,0.00011716172268306932,50,16,0.7576923076923077,0.6486486486486487,0.6133333333333333,0.22993755340576172,33
32,0.00014325653467172822,5.677679363110791e-06,50,16,0.7576923076923077,0.6486486486486487,0.6266666666666667,0.23212507367134094,41
32,0.00012911711403145064,4.8783153332968633e-05,50,64,0.6807692307692308,0.5675675675675675,0.6,0.2926248610019684,50
32,0.00018725282086887692,0.00018088922669472953,200,16,0.7653846153846153,0.6486486486486487,0.6266666666666667,0.2299226075410843,33
32,0.00020429253889504164,0.0001994764750280596,200,16,0.7576923076923077,0.6486486486486487,0.64,0.2304009348154068,30
32,8.19331185837801e-05,0.00016406276820780594,200,64,0.7346153846153847,0.6216216216216216,0.6,0.24109606444835663,200
32,0.0001926300832284274,0.00016267415633390944,200,16,0.7615384615384615,0.6486486486486487,0.64,0.23006482422351837,33
32,0.00021353608009660178,0.0001282823458736113,200,16,0.7615384615384615,0.6486486486486487,0.64,0.23067940771579742,30
32,0.00011174269772468071,0.0002533378852342656,200,16,0.7576923076923077,0.6756756756756757,0.6266666666666667,0.23138432204723358,55
32,0.0002581101765540848,9.534111322564472e-05,200,16,0.7576923076923077,0.6756756756756757,0.6266666666666667,0.229667067527771,23
32,0.0004496745554710604,7.90399311427971e-05,200,16,0.7615384615384615,0.6486486486486487,0.6666666666666666,0.2334764301776886,15
4,0.00025709619997321714,0.0002525034026524617,200,16,0.7576923076923077,0.6486486486486487,0.6266666666666667,0.20499475300312042,49
4,0.0005741185664628474,0.00043185778599967687,200,16,0.75,0.6486486486486487,0.6266666666666667,0.20446762442588806,23
4,0.0005665033272450019,0.00040193806651862347,200,16,0.7538461538461538,0.6486486486486487,0.6266666666666667,0.20442001521587372,23
4,0.0006174981898357404,0.00041470796112900933,200,64,0.75,0.6486486486486487,0.6,0.19686445593833923,67
4,0.0006215837331063276,0.0004344952198201122,200,64,0.7423076923076923,0.6756756756756757,0.6,0.1968812644481659,65
