hidden_size,lr,weight_decay,epochs,batch_size,train_acc,val_acc,test_acc,best_val_loss,best_epoch
8,1.0994335574766187e-05,0.0009699098521619943,50,16,0.50920245398773,0.5531914893617021,0.6236559139784946,0.2631450295448303,50
4,3.8396292998041685e-05,0.0003663618432936917,100,32,0.5521472392638037,0.574468085106383,0.6129032258064516,0.3036115765571594,100
8,0.0008536189862866829,0.0008083973481164612,200,64,0.7116564417177914,0.7446808510638298,0.7311827956989247,0.16904103755950928,36
16,4.201672054372529e-05,0.0005200680211778109,50,32,0.6104294478527608,0.7446808510638298,0.6666666666666666,0.3864331841468811,50
16,1.2315571723666024e-05,0.00032533033076326436,50,16,0.6042944785276073,0.723404255319149,0.6559139784946236,0.45353466272354126,50
16,0.0003503398491158688,0.0001987156815341724,200,32,0.7055214723926381,0.7446808510638298,0.6774193548387096,0.16420064866542816,50
8,4.589824181495648e-05,6.355835028602363e-05,100,16,0.6993865030674846,0.7446808510638298,0.7311827956989247,0.17533588409423828,100
16,0.0003482846706526881,0.0004937955963643907,100,16,0.6932515337423313,0.7446808510638298,0.6989247311827957,0.1621638685464859,28
4,6.618595597183474e-05,0.0007555511385430487,100,32,0.6288343558282209,0.5957446808510638,0.6344086021505376,0.2505970895290375,100
16,0.0006097025297491432,0.0005393422419156508,50,16,0.7085889570552147,0.7446808510638298,0.7096774193548387,0.16189329326152802,18
32,0.00019036906911441888,0.0006400885024675561,50,64,0.6748466257668712,0.6808510638297872,0.6451612903225806,0.2034354954957962,50
16,0.0008446219046250065,0.000526592055394477,100,16,0.6993865030674846,0.7446808510638298,0.6774193548387096,0.16262729465961456,12
16,0.00033347160825097623,0.00038505092331118164,50,16,0.696319018404908,0.723404255319149,0.6881720430107527,0.1624872088432312,29
32,0.0004414973500475081,0.0006458870284726713,100,16,0.7331288343558282,0.7446808510638298,0.7311827956989247,0.17085705697536469,18
16,0.00012716234210426275,0.0006276429452559498,200,16,0.7116564417177914,0.7446808510638298,0.6881720430107527,0.1633164882659912,85
16,0.00020046179107204468,0.0002425072769700274,50,16,0.7055214723926381,0.723404255319149,0.6881720430107527,0.16361647844314575,49
16,0.0005579860556780094,0.0004629793857539562,100,64,0.7055214723926381,0.7446808510638298,0.7096774193548387,0.1654037982225418,63
4,0.00020159414700377746,0.0008796139267265124,100,16,0.7116564417177914,0.7446808510638298,0.7526881720430108,0.17025431990623474,70
32,0.0009660645874069955,0.0007240627860494585,50,16,0.7361963190184049,0.7446808510638298,0.7311827956989247,0.1708197146654129,9
16,0.0005392670590225773,0.00010082735649242965,200,64,0.7024539877300614,0.7446808510638298,0.7204301075268817,0.1650964915752411,64
16,0.00012286994356998504,0.00045943668840608173,100,16,0.7085889570552147,0.7446808510638298,0.6989247311827957,0.16321216523647308,89
16,0.00029874638222303617,0.0003806172016801517,50,16,0.7085889570552147,0.7446808510638298,0.6989247311827957,0.16247466206550598,36
16,0.00028956859509210307,0.0002638089505562161,50,16,0.7055214723926381,0.7446808510638298,0.6881720430107527,0.16246990859508514,36
16,0.0006186821524659141,0.00024927702441464045,50,16,0.7085889570552147,0.7446808510638298,0.7096774193548387,0.16195009648799896,18
16,0.000653311919516325,0.00013488473926382598,50,16,0.7024539877300614,0.7446808510638298,0.7204301075268817,0.16228024661540985,18
16,0.0004693367448801117,0.0005025396232209735,50,16,0.7085889570552147,0.7446808510638298,0.6881720430107527,0.16127870976924896,22
4,0.0006382926104507151,0.0005890428442429353,50,16,0.7085889570552147,0.7446808510638298,0.7419354838709677,0.17069675028324127,22
32,0.00043438778766327965,0.00030826061654949037,50,16,0.7300613496932515,0.7446808510638298,0.7311827956989247,0.17086467146873474,18
8,2.1284955012247535e-05,1.5021211625687288e-05,50,64,0.49693251533742333,0.5319148936170213,0.6236559139784946,0.28655293583869934,50
8,7.812634833498675e-05,0.0004329376922257773,50,32,0.656441717791411,0.7446808510638298,0.6881720430107527,0.1911967396736145,50
