conv_channels,kernel_size,lr,weight_decay,epochs,batch_size,train_acc,val_acc,test_acc,best_val_loss,best_epoch
2,1,0.000462258900102083,0.00021233911067827617,200,32,0.7239263803680982,0.7446808510638298,0.7204301075268817,0.17126399278640747,93
4,1,2.5081156860452307e-05,0.0005142344384136116,200,16,0.6932515337423313,0.7659574468085106,0.6989247311827957,0.17079515755176544,176
4,5,1.7541893487450798e-05,0.0004951769101112702,100,16,0.5368098159509203,0.574468085106383,0.5591397849462365,0.2919561564922333,100
2,1,0.0001569639638866114,0.0009218742350231169,100,64,0.6687116564417178,0.723404255319149,0.6559139784946236,0.21028545498847961,98
2,3,1.4096175149815848e-05,0.0009868869366005174,200,16,0.6533742331288344,0.6595744680851063,0.7741935483870968,0.24557605385780334,200
1,1,4.589824181495648e-05,6.355835028602363e-05,100,16,0.6319018404907976,0.6595744680851063,0.6236559139784946,0.27606114745140076,100
4,3,0.00011103647313054615,0.00042754101835854963,100,64,0.6717791411042945,0.7446808510638298,0.7096774193548387,0.18250638246536255,100
2,1,3.797544798678414e-05,0.00016122128725400443,50,16,0.6042944785276073,0.6808510638297872,0.6236559139784946,0.27421852946281433,50
1,1,2.8567374298471872e-05,0.00042710778862625634,50,16,0.5552147239263804,0.5531914893617021,0.5913978494623656,0.37573665380477905,50
2,1,5.336533066379606e-05,0.0009717820827209606,200,64,0.6380368098159509,0.6808510638297872,0.6666666666666666,0.23088428378105164,200
4,5,0.00030039523655512294,0.0007331983444045203,200,32,0.7239263803680982,0.7446808510638298,0.7311827956989247,0.18229691684246063,160
4,1,0.0008611382274356342,0.0002550884445088996,200,32,0.6932515337423313,0.7021276595744681,0.7204301075268817,0.1680002063512802,17
4,1,0.000959186052964338,0.00029450141577812397,200,32,0.6993865030674846,0.7021276595744681,0.7311827956989247,0.1678619235754013,17
4,1,0.000986969423427609,0.00027448497328248095,200,32,0.696319018404908,0.7021276595744681,0.7311827956989247,0.16785413026809692,17
4,5,0.000959204912669616,0.0003106537459859499,200,32,0.7300613496932515,0.7446808510638298,0.7096774193548387,0.17723852396011353,92
4,3,0.0004160617933755991,5.123069640252501e-05,200,32,0.7116564417177914,0.7021276595744681,0.7204301075268817,0.16879023611545563,44
1,1,0.0002424225039042983,0.0006512279310422991,50,32,0.6779141104294478,0.723404255319149,0.6666666666666666,0.24372559785842896,50
4,1,0.0006235160805429062,0.0003258649398600994,200,32,0.6901840490797546,0.723404255319149,0.6989247311827957,0.16881760954856873,18
4,5,0.0002193260843592441,0.0006211236104730444,200,32,0.7300613496932515,0.723404255319149,0.7311827956989247,0.184068500995636,199
4,3,7.483033677927087e-05,0.000140912354611285,50,32,0.6380368098159509,0.7021276595744681,0.7096774193548387,0.20137743651866913,50
1,1,0.0005793011989884133,0.0003327611641190439,200,32,0.7116564417177914,0.723404255319149,0.7204301075268817,0.17530328035354614,185
4,1,0.0009971647591754261,0.00023804468736413558,200,32,0.696319018404908,0.7021276595744681,0.7311827956989247,0.1678539663553238,17
4,1,0.0008227462926900644,0.000142649654023941,200,32,0.6901840490797546,0.7021276595744681,0.7096774193548387,0.1680896282196045,18
4,1,0.0003621232459824883,0.0003927177169798123,200,32,0.6809815950920245,0.7446808510638298,0.6881720430107527,0.16978566348552704,22
4,1,0.0006038085786643276,0.00023759117618446542,200,32,0.6871165644171779,0.723404255319149,0.6989247311827957,0.16893696784973145,18
4,1,0.0009964761348240322,0.0005373348277458943,200,64,0.6901840490797546,0.723404255319149,0.6881720430107527,0.16891340911388397,20
4,1,0.0005684679531823549,2.7206983715527544e-05,200,32,0.6901840490797546,0.7021276595744681,0.6989247311827957,0.16909682750701904,20
4,5,0.00017082872174100747,0.0002847520046109113,200,32,0.7116564417177914,0.723404255319149,0.7204301075268817,0.18908552825450897,199
1,3,0.0007330214451083139,0.0003873363617329128,100,32,0.6932515337423313,0.723404255319149,0.6666666666666666,0.17006367444992065,98
4,1,0.0004621701450213238,0.00018730606399481315,50,32,0.6932515337423313,0.723404255319149,0.6881720430107527,0.16956283152103424,20
